Select all keywords,Keyword,Intent,Relevance,Related %,Volume,Trend,Pot. Traffic,PKD %,KD %,CPC (BRL),Com.,SF,Results,Updated
cadeira gamer 200 kg,cadeira gamer 200 kg​,C,48,0,480,,n/a,n/a,23,0.31,1.00,8,204,1 month
cadeira gamer barato,cadeira gamer barato​,C,54,0,480,,n/a,n/a,37,0.31,1.00,7,192,1 month
cadeira gamer black friday,cadeira gamer black friday​,C,53,0,480,,n/a,n/a,25,0.52,0.79,4,192,1 month
cadeira gamer infanto juvenil,cadeira gamer infanto juvenil​,I,56,0,480,,n/a,n/a,25,0.31,1.00,6,116,1 month
cadeira gamer pc,cadeira gamer pc​,C,56,0,480,,n/a,n/a,38,0.47,1.00,7,194,1 month
cadeira gamer promocao,cadeira gamer promocao​,C,55,0,480,,n/a,n/a,32,0.41,1.00,5,127,1 month
cadeira gamer reclinável,cadeira gamer reclinável​,IC,54,0,480,,n/a,n/a,29,0.93,1.00,6,196,1 month
cadeira giratória branca,cadeira giratória branca​,IC,54,0,480,,n/a,n/a,18,0.88,1.00,6,222,1 month
cadeira interlocutor,cadeira interlocutor​,I,50,0,480,,n/a,n/a,7,1.40,1.00,6,212,1 month
cadeira laranja,cadeira laranja​,IC,52,0,480,,n/a,n/a,16,1.14,1.00,6,166,1 month
cadeira maciça,cadeira maciça​,I,56,0,480,,n/a,n/a,20,0.67,1.00,5,86,1 month
cadeira madeira maciça estofada,cadeira madeira maciça estofada​,C,52,0,480,,n/a,n/a,8,0.67,1.00,7,209,1 month
cadeira mesa de estudo,cadeira mesa de estudo​,IC,53,0,480,,n/a,n/a,21,0.36,1.00,5,7,1 month
cadeira mesa de estudos,cadeira mesa de estudos​,C,59,0,480,,n/a,n/a,19,0.36,1.00,4,9,1 month
cadeira para atendimento,cadeira para atendimento​,IC,57,0,480,,n/a,n/a,13,1.50,1.00,7,217,1 month
cadeira para escritório giratória,cadeira para escritório giratória​,I,58,0,480,,n/a,n/a,12,1.35,1.00,7,187,1 month
cadeira para gamers pc,cadeira para gamers pc​,C,52,0,480,,n/a,n/a,38,0.47,0.99,6,200,1 month
cadeira para jardim externo,cadeira para jardim externo​,C,52,0,480,,n/a,n/a,22,0.52,1.00,7,192,1 month
cadeira para mesa de computador,cadeira para mesa de computador​,C,60,0,480,,n/a,n/a,22,0.41,1.00,6,221,1 month
cadeira para pc gamer,cadeira para pc gamer​,C,54,0,480,,n/a,n/a,36,0.47,1.00,7,218,1 month
cadeira para sacada pequena,cadeira para sacada pequena​,I,56,0,480,,n/a,n/a,27,0.36,1.00,8,195,1 month
cadeira para sala de espera,cadeira para sala de espera​,I,55,0,480,,n/a,n/a,14,0.78,1.00,8,200,1 month
cadeira poltrona escritorio,cadeira poltrona escritorio​,IC,56,0,480,,n/a,n/a,21,1.19,1.00,7,201,1 month
cadeira pra escritorio,cadeira pra escritorio​,IC,67,0,480,,n/a,n/a,26,1.30,1.00,6,197,1 month
cadeira presidente couro,cadeira presidente couro​,IC,51,0,480,,n/a,n/a,7,1.40,1.00,8,191,1 month
cadeira presidente giratória,cadeira presidente giratória​,I,53,0,480,,n/a,n/a,13,1.35,1.00,9,193,1 month
cadeira quarto feminino,cadeira quarto feminino​,C,54,0,480,,n/a,n/a,27,0.41,1.00,7,180,1 month
cadeira sala de jantar moderna,cadeira sala de jantar moderna​,I,55,0,480,,n/a,n/a,8,0.62,1.00,9,190,1 month
cadeira simples de madeira,cadeira simples de madeira​,IT,59,0,480,,n/a,n/a,28,0.41,1.00,8,175,1 month
cadeira tipo poltrona,cadeira tipo poltrona​,I,58,0,480,,n/a,n/a,21,0.62,1.00,9,210,1 month
cadeira usada,cadeira usada​,C,52,0,480,,n/a,n/a,28,0.21,1.00,6,208,1 month
cadeira varanda externa,cadeira varanda externa​,C,55,0,480,,n/a,n/a,23,0.52,1.00,8,196,1 month
cadeira verde musgo,cadeira verde musgo​,I,53,0,480,,n/a,n/a,16,0.73,1.00,8,194,1 month
cadeiras brancas,cadeiras brancas​,I,57,0,480,,n/a,n/a,26,0.83,1.00,7,198,1 month
cadeiras confortáveis,cadeiras confortáveis​,C,61,0,480,,n/a,n/a,21,0.62,1.00,8,196,1 month
cadeiras cozinhas modernas,cadeiras cozinhas modernas​,C,52,0,480,,n/a,n/a,21,0.47,1.00,6,195,1 month
cadeiras de escritorio confortaveis,cadeiras de escritorio confortaveis​,C,56,0,480,,n/a,n/a,20,1.09,1.00,8,180,1 month
cadeiras de jantar modernas,cadeiras de jantar modernas​,I,54,0,480,,n/a,n/a,9,0.62,1.00,8,190,1 month
cadeiras de madeira com estofados,cadeiras de madeira com estofados​,I,51,0,480,,n/a,n/a,15,0.57,1.00,8,194,1 month
cadeiras de madeira modernas,cadeiras de madeira modernas​,I,54,0,480,,n/a,n/a,16,0.57,1.00,6,190,1 month
cadeiras de madeiras antigas,cadeiras de madeiras antigas​,IC,45,0,480,,n/a,n/a,28,0.16,1.00,7,201,1 month
cadeiras de área externa,cadeiras de área externa​,I,50,0,480,,n/a,n/a,19,0.41,1.00,7,189,1 month
cadeiras decorativa para sala,cadeiras decorativa para sala​,C,55,0,480,,n/a,n/a,18,0.36,1.00,6,197,1 month
cadeiras design,cadeiras design​,C,52,0,480,,n/a,n/a,16,1.50,1.00,8,165,1 month
cadeiras ergonomicas escritorio,cadeiras ergonomicas escritorio​,C,60,0,480,,n/a,n/a,36,1.55,1.00,8,197,1 month
cadeiras executivas,cadeiras executivas​,C,51,0,480,,n/a,n/a,9,1.71,1.00,6,190,1 month
cadeiras externas,cadeiras externas​,IC,49,0,480,,n/a,n/a,21,0.78,1.00,6,198,1 month
cadeiras fixas de escritorio,cadeiras fixas de escritorio​,I,50,0,480,,n/a,n/a,7,1.40,1.00,7,196,1 month
cadeiras giratórias para escritório,cadeiras giratórias para escritório​,C,56,0,480,,n/a,n/a,25,1.14,1.00,7,204,1 month
cadeiras madeira macica,cadeiras madeira macica​,IC,54,0,480,,n/a,n/a,5,0.67,1.00,7,188,1 month
cadeiras madeira madeira,cadeiras madeira madeira​,IT,56,0,480,,n/a,n/a,33,0.57,1.00,6,168,1 month
cadeiras modernas sala de jantar,cadeiras modernas sala de jantar​,IC,53,0,480,,n/a,n/a,13,0.62,1.00,9,196,1 month
cadeiras na olx,cadeiras na olx​,TN,39,0,480,,n/a,n/a,31,0.31,1.00,3,160,1 month
cadeiras olx,cadeiras olx​,TN,40,0,480,,n/a,n/a,32,0.31,1.00,1,98,1 month
cadeiras para escrivaninha,cadeiras para escrivaninha​,IC,58,0,480,,n/a,n/a,21,0.47,1.00,7,202,1 month
cadeiras para leitura,cadeiras para leitura​,IC,53,0,480,,n/a,n/a,26,0.57,1.00,8,221,1 month
cadeiras para mesa de estudos,cadeiras para mesa de estudos​,IC,58,0,480,,n/a,n/a,25,0.36,1.00,6,198,1 month
cadeiras para mesinha de estudo,cadeiras para mesinha de estudo​,IC,52,0,480,,n/a,n/a,24,0.36,1.00,7,233,1 month
cadeiras para sala de jantar em promoção,cadeiras para sala de jantar em promoção​,IC,55,0,480,,n/a,n/a,13,0.41,1.00,6,199,1 month
cadeiras usadas,cadeiras usadas​,C,46,0,480,,n/a,n/a,26,0.21,1.00,7,201,1 month
cadeiras usadas baratas,cadeiras usadas baratas​,C,51,0,480,,n/a,n/a,27,0.16,1.00,7,178,1 month
cadeirões baratos,cadeirões baratos​,C,55,0,480,,n/a,n/a,21,0.00,0.00,5,194,1 month
compra de cadeiras para escritorio,compra de cadeiras para escritorio​,T,59,0,480,,n/a,n/a,32,2.07,1.00,5,199,1 month
comprar poltrona,comprar poltrona​,T,47,0,480,,n/a,n/a,31,1.04,1.00,4,125,1 month
decor assentos,decor assentos​,N,56,0,480,,n/a,n/a,33,28.92,1.00,6,178,1 month
